vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL24918,CAR,3,2024-03-30 01:52:46+00:00,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar",NO PARKING | WRONG PARKING
FKN00GL76405,SCOOTER,3,2024-03-27 04:23:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",WRONG PARKING
FKN00GL78238,SCOOTER,3,2024-03-05 21:53:46+00:00,"Chord Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar",WRONG PARKING
FKN00GL24952,MOTOR CYCLE,3,2024-02-07 04:15:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING
FKN00GL24057,SCOOTER,3,2024-04-02 02:21:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL76397,PASSENGER AUTO,3,2024-03-16 07:01:46+00:00,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar",WRONG PARKING
FKN00GL76387,CAR,3,2024-03-20 20:04:46+00:00,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram",WRONG PARKING
FKN00GL76356,PASSENGER AUTO,3,2024-03-24 04:47:46+00:00,"20th Main Road, Block 8, Koramangala",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL24039,CAR,3,2024-04-02 02:01:46+00:00,"5th Cross Road, Nagappa Block, Srirampuram",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL78173,CAR,3,2024-03-05 22:07:46+00:00,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL78184,MAXI-CAB,3,2024-03-05 23:33:46+00:00,"BSR Paradise Road, Prestige Sunnyside Oak, Bhoganahalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL78219,SCOOTER,3,2024-03-05 23:51:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL7823,PASSENGER AUTO,3,2024-03-28 22:58:46+00:00,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL76404,SCOOTER,3,2024-03-19 23:30:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",WRONG PARKING
FKN00GL23862,MOTOR CYCLE,3,2024-02-08 00:57:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL78834,MOTOR CYCLE,3,2024-03-06 05:39:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING
FKN00GL23800,CAR,3,2024-03-14 02:51:46+00:00,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL7613,GOODS AUTO,3,2024-02-14 00:46:46+00:00,"Narasimha Raj Wadiyar Road, New Bamboo Bazar, Kalasipalyam",WRONG PARKING
FKN00GL78847,SCOOTER,3,2024-03-06 04:13:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING
FKN00GL2379,SCOOTER,3,2024-01-01 20:50:46+00:00,"Palace Road, Thulasi Thottam, Vasant Nagar",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL78869,PASSENGER AUTO,3,2024-03-20 22:56:46+00:00,"J Lingaiah Road, Unishire Pratyaksh, Kumara Park West",NO PARKING
FKN00GL78884,CAR,3,2024-03-06 05:54:46+00:00,"Subedar Chatram Road, AT Extension, Gandhi Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL76127,PRIVATE BUS,3,2024-03-04 21:04:46+00:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",WRONG PARKING
FKN00GL2503,PASSENGER AUTO,3,2024-03-22 23:41:46+00:00,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL25141,SCOOTER,3,2024-02-05 03:33:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL76094,PASSENGER AUTO,3,2024-03-04 19:10:46+00:00,"Rao Bahadur DGT Road, Majestic Circle, Majestic",NO PARKING | PARKING IN A MAIN ROAD | DOUBLE PARKING
FKN00GL76086,SCOOTER,3,2024-03-04 19:29:46+00:00,"MBT Road, Devasandra Junction, KR Puram",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL78984,CAR,3,2024-01-07 05:32:46+00:00,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2",WRONG PARKING
FKN00GL25147,SCOOTER,3,2024-02-26 01:59:46+00:00,"Central Street, Prestige Saleh Ahmed, Tasker Town",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL23762,CAR,3,2024-03-26 20:58:46+00:00,"Outer Ring Road, Iblur Junction, Bellandur",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL79054,CAR,3,2024-04-07 23:20:46+00:00,"Murphy Road, Begum Mahal Junction, Halasuru",NO PARKING | WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL79070,SCOOTER,3,2024-03-06 07:15:46+00:00,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar",WRONG PARKING | NO PARKING
FKN00GL7603,CAR,3,2024-03-31 20:46:46+00:00,"11th Cross Road, Metro Urbano, Muni Reddy Layout",WRONG PARKING
FKN00GL79108,MAXI-CAB,3,2024-04-07 22:12:46+00:00,"12th Main Road, Police Quarters, Block 2",WRONG PARKING
FKN00GL7892,MOTOR CYCLE,3,2024-02-10 05:43:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",NO PARKING
FKN00GL78637,PASSENGER AUTO,3,2024-03-29 19:11:46+00:00,"MBT Road, Devasandra Junction, KR Puram",WRONG PARKING
FKN00GL25037,TEMPO,3,2024-03-02 02:56:46+00:00,"Komi Siddanna Garden Road, Muniswamappa Layout, Halasuru",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL2398,PASSENGER AUTO,3,2024-03-15 20:52:46+00:00,"BGS Flyover, City Market Circle, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL25038,MOPED,3,2024-03-02 02:55:46+00:00,"Komi Siddanna Garden Road, Muniswamappa Layout, Halasuru",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL78683,MOTOR CYCLE,3,2024-03-11 23:01:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL78715,CAR,3,2024-03-06 03:40:46+00:00,"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING
FKN00GL76224,CAR,3,2024-03-19 01:30:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL78754,PASSENGER AUTO,3,2024-03-28 06:35:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL23920,MOTOR CYCLE,3,2024-03-16 08:00:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | PARKING ON FOOTPATH | NO PARKING
FKN00GL23916,GOODS AUTO,3,2024-04-01 03:56:46+00:00,"1st Cross Road, GD Mara Slum, BTM Layout Stage 2",NO PARKING
FKN00GL23865,MOTOR CYCLE,3,2024-02-07 02:52:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL76207,CAR,3,2024-03-06 02:26:46+00:00,"Outer Ring Road, Shilpitha Tech Park, Kariyammana Agrahara",NO PARKING
FKN00GL7615,LGV,3,2024-03-27 21:06:46+00:00,"Hosur Road, Polisappa Layout, Singasandra",WRONG PARKING
FKN00GL23901,CAR,3,2024-02-07 02:50:46+00:00,"Maruti Suzuki Nexa, Chord Road, Kethamaranahalli",NO PARKING
FKN00GL78798,CAR,3,2024-03-06 05:27:46+00:00,"Major T Ramachandrappa Road, Upparpet Junction, Gandhi Nagar",WRONG PARKING
FKN00GL78803,MOTOR CYCLE,3,2024-03-06 05:29:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL25105,CAR,3,2024-03-17 00:48:46+00:00,"18th Cross Road, Sarangapani, Malleshwaram West",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL76134,CAR,3,2024-03-06 19:37:46+00:00,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL7881,PASSENGER AUTO,3,2024-03-28 06:25:46+00:00,"KR Main Road, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL23882,MOTOR CYCLE,3,2024-02-06 05:48:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",NO PARKING
FKN00GL23872,SCOOTER,3,2024-02-07 02:58:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL78771,SCOOTER,3,2024-01-07 04:08:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL7698,CAR,3,2024-02-13 23:04:46+00:00,"80 Feet Road, Papajan Garden, KHB Colony Stage 2",WRONG PARKING | NO PARKING
FKN00GL76857,PASSENGER AUTO,3,2024-03-05 02:19:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL76845,PASSENGER AUTO,3,2024-03-05 04:24:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",WRONG PARKING
FKN00GL7753,PASSENGER AUTO,3,2024-03-28 06:37:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING | DOUBLE PARKING
FKN00GL77539,MAXI-CAB,3,2024-02-23 07:29:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL77598,LGV,3,2024-02-21 19:15:46+00:00,"BGS Flyover, Chanda Nagar, Sultanpete",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL24446,SCOOTER,3,2024-03-27 04:28:46+00:00,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar",WRONG PARKING | NO PARKING
FKN00GL24660,SCOOTER,3,2024-02-07 06:45:46+00:00,"Outer Ring Road, Bellandur Circle, Bellandur",WRONG PARKING
FKN00GL24440,PRIVATE BUS,3,2024-03-30 03:57:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | DEFECTIVE NUMBER PLATE
FKN00GL78106,CAR,3,2024-03-27 22:25:46+00:00,"Old Madras Road, New Binnamangla, Indiranagar",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL2444,TEMPO,3,2024-03-15 21:28:46+00:00,"Doddanekkundi Main Road, Doddanakundi Junction, Doddanekundi",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL24667,PASSENGER AUTO,3,2024-02-07 05:18:46+00:00,"Outer Ring Road, Bellandur Circle, Bellandur",WRONG PARKING
FKN00GL2442,TEMPO,3,2024-03-26 21:21:46+00:00,"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout",WRONG PARKING
FKN00GL24400,MOTOR CYCLE,3,2024-03-03 23:19:46+00:00,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar",NO PARKING
FKN00GL77654,SCOOTER,3,2024-03-25 22:43:46+00:00,"3rd Main Road, Star Circle, Rajaji Nagar",WRONG PARKING
FKN00GL24360,CAR,3,2024-03-30 21:53:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL24668,SCOOTER,3,2024-02-07 06:45:46+00:00,"Outer Ring Road, Bellandur Circle, Bellandur",WRONG PARKING
FKN00GL24358,CAR,3,2024-02-04 03:54:46+00:00,"Neeladri Road, Doddathoguru Cross Junction, Bengaluru",WRONG PARKING
FKN00GL24355,CAR,3,2024-03-30 04:52:46+00:00,"80 Feet Road, Block 2, Armane Nagar",WRONG PARKING | NO PARKING
FKN00GL24669,MAXI-CAB,3,2024-02-07 06:45:46+00:00,"Outer Ring Road, Bellandur Circle, Bellandur",WRONG PARKING
FKN00GL77625,CAR,3,2024-03-05 19:42:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL7721,LGV,3,2024-02-03 04:38:46+00:00,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL24523,PASSENGER AUTO,3,2024-03-30 04:01:46+00:00,"Broadway Road, Sulthangunta, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL2456,MOTOR CYCLE,3,2024-03-13 23:37:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL24521,SCOOTER,3,2023-12-06 00:45:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL24566,CAR,3,2024-02-07 04:06:46+00:00,"Millers Road, BKM Gowda Circle, Vasant Nagar",WRONG PARKING | NO PARKING
FKN00GL77230,MOTOR CYCLE,3,2024-03-05 05:51:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL77270,SCOOTER,3,2024-03-19 06:16:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL77392,LGV,3,2024-03-20 22:13:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING
FKN00GL24502,SCOOTER,3,2024-04-06 01:30:46+00:00,"Hospital Road, Kempegowda Extension, Chickpete",NO PARKING
FKN00GL7720,CAR,3,2024-02-03 04:37:46+00:00,"Mysore Road, Thigalarpet, Nagartapete",WRONG PARKING
FKN00GL77463,MOTOR CYCLE,3,2024-02-23 05:13:46+00:00,"Hosa Road, Channakeshava Nagar, Singasandra",WRONG PARKING
FKN00GL7718,SCOOTER,3,2024-02-03 04:38:46+00:00,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL2460,MOTOR CYCLE,3,2024-03-13 23:37:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL77410,CAR,3,2024-03-05 09:14:46+00:00,"16th Cross Road, Block 5, HMT Layout",WRONG PARKING
FKN00GL24493,SCOOTER,3,2024-03-14 05:25:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL7716,LGV,3,2024-02-03 03:59:46+00:00,"PR Lane, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL77443,LGV,3,2024-02-23 03:10:46+00:00,"Raja Ram Mohan Roy Road, SKAV 909, Shanthala Nagar",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL7714,SCOOTER,3,2024-02-03 03:58:46+00:00,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL77037,MAXI-CAB,3,2024-03-06 00:12:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL24492,SCOOTER,3,2024-03-12 05:02:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL24628,SCOOTER,3,2024-02-07 06:16:46+00:00,"20th Main Road, Ganga Government Quarters, MRCR Layout",NO PARKING | WRONG PARKING
FKN00GL7719,SCOOTER,3,2024-02-03 04:38:46+00:00,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL76667,MOPED,3,2024-03-05 00:07:46+00:00,"4th Cross Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL77992,PASSENGER AUTO,3,2024-03-07 21:04:46+00:00,"Broadway Road, Sulthangunta, Shivaji Nagar",NO PARKING
FKN00GL77999,PRIVATE BUS,3,2024-01-02 19:25:46+00:00,"FCI Main Road, Ranka Junction, Annaiah Reddy Industrial Area",WRONG PARKING | DEFECTIVE NUMBER PLATE | DOUBLE PARKING
FKN00GL7801,SCOOTER,3,2024-03-28 06:59:46+00:00,"Jumma Masjid Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL24213,MOTOR CYCLE,3,2024-03-30 00:12:46+00:00,"1st Cross Road, Muniyappa Layout, Nagashetty Halli",WRONG PARKING | NO PARKING
FKN00GL24209,CAR,3,2024-03-07 23:41:46+00:00,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar",WRONG PARKING
FKN00GL78031,CAR,3,2024-01-17 02:14:46+00:00,"ITPL Main Road, Embassy Paragon, Thubarahalli",WRONG PARKING
FKN00GL24191,PASSENGER AUTO,3,2024-02-07 07:28:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING | NO PARKING
FKN00GL78060,SCOOTER,3,2024-03-05 22:59:46+00:00,"Subedar Chatram Road, Yeshwanthapura Circle, Yeshwanthpur",WRONG PARKING
FKN00GL24337,CAR,3,2024-04-04 19:37:46+00:00,"Gangadhara Chetty Road, Neelkanta Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL24782,PASSENGER AUTO,3,2024-04-08 00:36:46+00:00,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru",WRONG PARKING
FKN00GL24166,SCOOTER,3,2024-02-17 03:48:46+00:00,"Mariamma Lane, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL2414,CAR,3,2024-03-27 22:21:46+00:00,"Outer Ring Road, Venkatappa Colony, Mahadevapura",NO PARKING | WRONG PARKING
FKN00GL7808,SCOOTER,3,2024-03-28 06:48:46+00:00,"Jumma Masjid Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL24802,SCOOTER,3,2024-03-30 05:11:46+00:00,"Main Road, Mallige Thotta, Cholurpalya",NO PARKING
FKN00GL76662,SCOOTER,3,2024-03-12 03:01:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL78083,CAR,3,2024-03-09 04:37:46+00:00,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL76502,MOTOR CYCLE,3,2024-03-11 21:53:46+00:00,"2nd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING
FKN00GL2411,MAXI-CAB,3,2024-03-15 20:30:46+00:00,"ITPL Main Road, Maruthi Emerald, Thubarahalli",NO PARKING | WRONG PARKING
FKN00GL7810,SCOOTER,3,2024-03-25 02:44:46+00:00,"10th A Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL78077,CAR,3,2023-12-09 05:51:46+00:00,"D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar",NO PARKING
FKN00GL24670,MAXI-CAB,3,2024-02-07 06:45:46+00:00,"Outer Ring Road, Bellandur Circle, Bellandur",WRONG PARKING
FKN00GL77757,HGV,3,2024-03-09 19:28:46+00:00,"Model Road, Ryders Junction, Kalasipalyam",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL76772,SCOOTER,3,2024-03-14 04:08:46+00:00,"1st Cross Road, Srinivas Industrial Estate, BTM Layout Stage 2",NO PARKING
FKN00GL76771,MOTOR CYCLE,3,2024-03-25 22:30:46+00:00,"20th Main Road, Ganapathinagar, Sahakara Nagar",WRONG PARKING
FKN00GL77778,PASSENGER AUTO,3,2024-03-05 20:46:46+00:00,"GMR, 74/3, Outer Ring Road",NO PARKING
FKN00GL76769,SCOOTER,3,2024-03-25 22:29:46+00:00,"20th Main Road, Ganapathinagar, Sahakara Nagar",WRONG PARKING
FKN00GL77794,SCOOTER,3,2024-03-05 20:51:46+00:00,"Central Street, Prestige Central, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL76768,CAR,3,2024-03-11 21:44:46+00:00,"Embassy Tech Square Main Road, Salarpuria Sattva Premia, Kadubisanahalli",NO PARKING | WRONG PARKING
FKN00GL7784,CAR,3,2024-02-08 05:02:46+00:00,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2",WRONG PARKING
FKN00GL77845,JEEP,3,2024-04-04 02:03:46+00:00,"41st Cross Road, ESI Hospital Junction, Rajaji Nagar",WRONG PARKING
FKN00GL24772,SCOOTER,3,2024-02-07 07:20:46+00:00,"Avenue Road, Medarpet, Nagartapete",NO PARKING
FKN00GL77862,MOTOR CYCLE,3,2024-03-14 05:40:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL77969,CAR,3,2024-03-05 21:50:46+00:00,"KR Main Road, Professor P Shivshankar Circle, VV Puram",NO PARKING
FKN00GL76708,CAR,3,2024-03-05 04:10:46+00:00,"1st Cross Road, Jeevan Bima Nagar, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL24753,MOTOR CYCLE,3,2024-02-12 07:01:46+00:00,"Kalasipalyam Main Road, Basappa Circle, VV Puram",NO PARKING | WRONG PARKING
FKN00GL76698,PASSENGER AUTO,3,2024-03-04 21:34:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",WRONG PARKING
FKN00GL24252,CAR,3,2024-03-30 00:34:46+00:00,"Infantry Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL7669,CAR,3,2024-04-07 19:37:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING
FKN00GL24251,MAXI-CAB,3,2024-03-30 00:25:46+00:00,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL24241,PRIVATE BUS,3,2024-03-30 00:24:46+00:00,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar",WRONG PARKING
FKN00GL77975,GOODS AUTO,3,2024-03-05 22:29:46+00:00,"Ravi Thivari Road, Santhusapete, Chickpete",WRONG PARKING | NO PARKING
FKN00GL24709,SCOOTER,3,2024-03-16 23:20:46+00:00,"1st Main Road, Arepanahalli, Wilson Garden",NO PARKING | WRONG PARKING
FKN00GL25569,CAR,3,2024-02-06 00:29:46+00:00,"Mumbai Bengaluru Highway, RNS Shanthi Nivas, Yeshwanthpur",NO PARKING
FKN00GL8019,SCOOTER,3,2024-02-03 06:53:46+00:00,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura",NO PARKING
FKN00GL80213,SCOOTER,3,2024-03-07 03:27:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL25570,CAR,3,2024-02-06 00:29:46+00:00,"Mumbai Bengaluru Highway, RNS Shanthi Nivas, Yeshwanthpur",NO PARKING
FKN00GL80236,MOTOR CYCLE,3,2024-03-06 23:39:46+00:00,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli",NO PARKING
FKN00GL25575,PASSENGER AUTO,3,2024-03-30 02:17:46+00:00,"Dargha Hazrath Mir Bahadur Sha Al Maroof Syed Pacha Shaheed, 397, Avenue Road",WRONG PARKING | NO PARKING
FKN00GL75402,PRIVATE BUS,3,2024-03-06 00:33:46+00:00,"Gururaja Pharmacy, 15, Dhanvanthari Road",WRONG PARKING | NO PARKING
FKN00GL23113,SCOOTER,3,2024-02-17 03:04:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | NO PARKING
FKN00GL23080,SCOOTER,3,2024-02-06 21:03:46+00:00,"12th Main Road, Thulasi Thottam, Vasant Nagar",NO PARKING | WRONG PARKING
FKN00GL76011,LORRY/GOODS VEHICLE,3,2024-03-06 21:30:46+00:00,"13th Main Road, Esteem Gardenia, Sahakara Nagar",NO PARKING | WRONG PARKING
FKN00GL75376,CAR,3,2024-03-03 23:37:46+00:00,"3rd Main Road, Bashyam Circle, Sadashiva Nagar",NO PARKING | PARKING ON FOOTPATH
FKN00GL80257,PASSENGER AUTO,3,2024-01-04 06:21:46+00:00,"5th Main Road, RK Puram, Gandhi Nagar",WRONG PARKING
FKN00GL23070,CAR,3,2024-02-21 21:52:46+00:00,"P&T Road, BSNL Quarters, Block 2",WRONG PARKING
FKN00GL25664,CAR,3,2024-04-06 23:07:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL75363,LGV,3,2024-03-24 18:03:46+00:00,"Devasandra Main Road, Devasandra Junction, KR Puram",WRONG PARKING
FKN00GL23033,SCOOTER,3,2024-03-30 05:18:46+00:00,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar",NO PARKING
FKN00GL7536,CAR,3,2024-02-06 00:03:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",WRONG PARKING
FKN00GL75354,PASSENGER AUTO,3,2024-03-19 20:20:46+00:00,"Rao Bahadur DGT Road, Majestic Circle, Majestic",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL2569,CAR,3,2024-01-15 22:51:46+00:00,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension",NO PARKING | WRONG PARKING
FKN00GL75300,MAXI-CAB,3,2024-03-03 22:58:46+00:00,"9th Main Road, Rajath Greens, Block 5 Stage 1",NO PARKING
FKN00GL25634,CAR,3,2024-03-30 23:08:46+00:00,"19th Main Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL79957,SCOOTER,3,2024-03-06 00:48:46+00:00,"Amrita College Road, Bhuvi Colony, Kasavanahalli",WRONG PARKING
FKN00GL7997,CAR,3,2024-02-06 21:59:46+00:00,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2",WRONG PARKING
FKN00GL79977,SCOOTER,3,2024-03-06 22:49:46+00:00,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3",NO PARKING
FKN00GL79981,SCOOTER,3,2024-03-06 22:50:46+00:00,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3",NO PARKING
FKN00GL79988,CAR,3,2024-03-06 22:51:46+00:00,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3",NO PARKING
FKN00GL75429,TOURIST BUS,3,2024-03-04 00:04:46+00:00,"KR Main Road, Bangalore Medical College & Research Institute, Bengaluru",NO PARKING
FKN00GL25481,CAR,3,2024-02-12 04:09:46+00:00,"3rd Cross Road, RK Puram, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL80034,CAR,3,2024-03-06 23:09:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL23226,PASSENGER AUTO,3,2024-02-05 21:22:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL8013,SCOOTER,3,2024-03-28 21:36:46+00:00,"1st Cross Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL80146,SCOOTER,3,2024-03-19 03:43:46+00:00,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar",NO PARKING
FKN00GL80132,CAR,3,2024-03-06 23:36:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING | WRONG PARKING
